구분,DIA,출근시간,1차 출발시각,1차 출발역,1차기운영,1차 도착시각,1차 도착역,2차 출발시각,2차 출발역,2차기운영,2차 도착시각,2차 도착역,3차 출발시간,3차 출발역,3차기운영,3차 도착시간,3차 도착역,4차 출발시간,4차 출발역,4차기운영,4차 도착시간,4차 도착역,5차 출발시간,5차 출발역,5차기운영,5차 도착시간,5차 도착역,6차 출발시간,6차 출발역,6차기운영,6차 도착시간,6차 도착역,퇴근시간,,계,운전시간,대기시간,편승시간,감시시간,준비시간,정리시간,심야시간
평일,35,,8:32,답십,5052,11:11,하풍,11:24,하풍,5092,11:53,답십,18:22,고기,1074,18:49,답십,,,,,,,,,,,,,,,,19:19,,9:09,3:49,2:30,0:50,0:00,1:30,0:30,0:00
평일,36,,8:45,답십,5039,9:12,고기,15:02,답십,5633,16:03,답십,17:32,답십,5148,19:40,답십,,,,,,,,,,,,,,,,20:10,,10:27,3:37,4:00,0:50,0:00,0:30,1:30,0:00
평일,37,,8:43,답십,5056,11:23,하풍,11:36,하풍,5094,12:05,답십,17:49,고기,1068,17:54,상일,18:10,강동,5671,19:02,답십,,,,,,,,,,,19:33,,11:19,4:36,3:53,0:50,0:00,1:30,0:30,0:00
평일,38,,8:53,답십,5563,9:26,마천,9:50,상일,1019,9:55,고기,16:38,답십,5649,19:45,답십,,,,,,,,,,,,,,,,20:15,,10:58,4:08,4:00,0:50,0:00,0:30,1:30,0:00
평일,39,,8:55,답십,5043,9:23,고기,14:02,답십,5623,15:00,답십,17:47,답십,5640,19:55,답십,,,,,,,,,,,,,,,,20:25,,8:54,3:34,2:30,0:50,0:00,0:30,1:30,0:00
평일,40,,11:10,답십,5574,13:18,답십,16:16,답십,5624,18:52,고기,,,,,,,,,,,,,,,,,,,,,19:52,,8:44,4:44,2:30,0:00,0:00,0:30,1:00,0:00
평일,41,,11:16,답십,5086,13:25,답십,13:56,답십,5101,14:54,답십,18:38,답십,5151,19:07,하풍,19:19,상일,1041,19:27,고기,,,,,,,,,,,20:27,,9:26,3:56,4:00,0:00,0:00,0:30,1:00,0:00
평일,42,,11:23,답십,5576,14:30,답십,18:02,답십,5673,18:38,마천,19:02,상일,1039,19:07,고기,,,,,,,,,,,,,,,,20:07,,9:14,4:13,3:31,0:00,0:00,0:30,1:00,0:00
평일,43,,11:29,답십,5058,13:37,답십,17:51,답십,5152,20:01,답십,,,,,,,,,,,,,,,,,,,,,20:31,,9:19,4:19,4:00,0:00,0:00,0:30,0:30,0:00
평일,44,,10:36,답십,5589,13:43,답십,18:35,답십,5681,19:09,마천,19:30,상일,1043,19:35,고기,,,,,,,,,,,,,,,,20:35,,9:38,4:08,4:00,0:00,0:00,0:30,1:00,0:00
평일,45,,10:48,답십,5591,13:55,답십,16:21,답십,5125,16:49,하풍,17:03,하풍,5148,17:31,답십,19:12,답십,5161,19:40,고기,,,,,,,,,,,20:40,,10:16,4:46,4:00,0:00,0:00,0:30,1:00,0:00
평일,46,,11:04,답십,5084,13:12,답십,16:51,답십,5653,20:07,답십,,,,,,,,,,,,,,,,,,,,,20:37,,10:02,5:24,3:38,0:00,0:00,0:30,0:30,0:00
평일,51,,9:32,답십,5055,10:00,하풍,10:11,하풍,5080,12:48,답십,15:45,답십,5119,16:13,하풍,16:29,하풍,5142,16:57,답십,,,,,,,,,,,17:28,,8:25,4:29,2:56,0:00,0:00,0:30,0:30,0:00
평일,52,,9:36,답십,5577,10:10,마천,10:31,상일,1025,10:36,고기,14:55,답십,5122,17:02,답십,,,,,,,,,,,,,,,,17:33,,8:26,3:07,2:29,0:50,0:00,0:30,1:30,0:00
평일,53,,9:40,답십,5057,10:09,허퓽,10:23,허퓽,5082,13:00,답십,15:57,답십,5121,16:25,하풍,16:41,하풍,5144,17:09,답십,,,,,,,,,,,17:40,,8:29,4:33,2:56,0:00,0:00,0:30,0:30,0:00
평일,54,,9:50,답십,5059,10:19,하풍,10:32,상일,1027,10:40,고기,15:01,답십,5612,17:08,답십,,,,,,,,,,,,,,,,17:39,,8:17,2:57,2:30,0:50,0:00,0:30,1:30,0:00
휴일,1,,7:29,답십,5519,10:40,답십,13:31,답십,5083,14:22,답십,,,,,,,,,,,,,,,,,,,,,14:53,,7:33,4:03,2:30,0:00,0:00,0:30,0:30,0:00
휴일,2,,7:35,답십,8028,10:11,하풍,10:18,하풍,5060,10:46,답십,13:37,답십,5583,14:40,답십,,,,,,,,,,,,,,,,15:11,,8:06,4:16,2:50,0:00,0:00,0:30,0:30,0:00
휴일,3,,7:41,답십,5518,10:52,답십,12:59,답십,5082,15:06,답십,,,,,,,,,,,,,,,,,,,,,15:37,,8:26,5:20,2:06,0:00,0:00,0:30,0:30,0:00
휴일,4,,7:47,답십,5030,10:23,하풍,10:30,하풍,5062,10:58,답십,13:47,답십,5090,15:54,답십,,,,,,,,,,,,,,,,16:25,,9:08,5:20,2:48,0:00,0:00,0:30,0:30,0:00
휴일,5,,7:53,답십,5520,11:04,답십,13:43,답십,5085,14:11,하풍,14:18,하풍,5100,14:46,답십,,,,,,,,,,,,,,,,15:17,,7:53,4:09,2:44,0:00,0:00,0:30,0:30,0:00
휴일,6,,7:59,답십,5032,10:06,답십,13:07,답십,5079,14:34,영구,15:01,영구,5603,16:40,답십,,,,,,,,,,,,,,,,17:11,,8:44,5:14,2:30,0:00,0:00,0:30,0:30,0:00
휴일,7,,8:11,답십,5034,10:18,답십,13:49,답십,5585,17:00,답십,,,,,,,,,,,,,,,,,,,,,17:31,,9:50,5:20,3:30,0:00,0:00,0:30,0:30,0:00
휴일,8,,8:17,답십,5524,11:28,답십,13:55,답십,5087,14:46,답십,,,,,,,,,,,,,,,,,,,,,15:17,,7:29,4:03,2:26,0:00,0:00,0:30,0:30,0:00
휴일,9,,8:23,답십,5036,10:59,하풍,11:06,하풍,5068,11:34,답십,14:05,답십,5582,16:12,답십,,,,,,,,,,,,,,,,16:43,,8:50,5:20,2:30,0:00,0:00,0:30,0:30,0:00
휴일,10,,8:29,답십,5526,10:36,답십,13:53,답십,5580,17:04,답십,,,,,,,,,,,,,,,,,,,,,17:35,,9:35,5:20,3:15,0:00,0:00,0:30,0:30,0:00
휴일,11,,8:35,답십,5038,11:11,하풍,11:18,하풍,5070,11:46,답십,14:23,답십,5096,16:30,답십,,,,,,,,,,,,,,,,17:01,,8:56,5:20,2:36,0:00,0:00,0:30,0:30,0:00
휴일,12,,8:49,답십,5535,12:00,답십,14:41,답십,5588,16:48,답십,,,,,,,,,,,,,,,,,,,,,17:19,,8:59,5:20,2:39,0:00,0:00,0:30,0:30,0:00
휴일,13,,8:53,답십,5530,11:00,답십,14:47,답십,5100,17:23,하풍,17:38,상일,1007,17:45,고기,,,,,,,,,,,,,,,,18:45,,10:21,5:06,3:45,0:00,0:00,0:30,1:00,0:00
휴일,14,,9:05,답십,5532,12:16,답십,15:17,답십,5594,17:24,답십,,,,,,,,,,,,,,,,,,,,,17:55,,9:20,5:20,3:00,0:00,0:00,0:30,0:30,0:00
휴일,15,,9:11,답십,5044,10:43,영구,11:19,영구,5067,11:54,답십,16:11,답십,5114,18:18,답십,,,,,,,,,,,,,,,,18:49,,9:16,4:16,4:00,0:00,0:00,0:30,0:30,0:00
휴일,16,,9:29,답십,5536,11:36,답십,15:07,답십,5099,15:35,하풍,15:42,하풍,5514,16:10,답십,16:31,답십,5513,16:59,하풍,17:06,하풍,5128,17:34,답십,,,,,,18:05,,9:05,4:15,3:50,0:00,0:00,0:30,0:30,0:00
휴일,17,,9:35,답십,5048,11:42,답십,14:59,답십,5102,17:06,답십,,,,,,,,,,,,,,,,,,,,,17:37,,8:31,4:16,3:15,0:00,0:00,0:30,0:30,0:00
휴일,18,,10:07,답십,5049,10:35,하풍,10:42,하풍,5064,11:46,영구,12:07,영구,5075,12:42,답십,15:47,답십,5110,17:54,답십,,,,,,,,,,,18:25,,8:48,4:23,3:25,0:00,0:00,0:30,0:30,0:00
휴일,19,,10:19,답십,5051,10:47,하풍,10:54,하풍,5066,13:30,답십,16:41,고기,1022,16:46,상일,17:02,강동,5117,17:18,하풍,17:30,하풍,5132,17:58,답십,,,,,,18:29,,8:39,4:30,1:19,0:50,0:00,1:30,0:30,0:00
휴일,20,,10:37,답십,5553,13:48,답십,17:38,고기,1024,17:43,상일,17:56,강동,5625,18:52,답십,,,,,,,,,,,,,,,,19:23,,9:15,4:27,1:58,0:50,0:00,1:30,0:30,0:00
휴일,21,,10:41,답십,5548,13:52,답십,17:41,고기,1026,17:46,상일,18:02,강동,5129,18:18,하풍,18:30,하풍,5142,18:58,답십,,,,,,,,,,,19:29,,9:17,4:30,1:57,0:50,0:00,1:30,0:30,0:00
휴일,22,,10:53,답십,5550,14:04,답십,18:17,고기,1028,18:22,상일,18:38,강동,5137,18:54,하풍,19:06,하풍,5148,19:34,답십,,,,,,,,,,,20:02,,9:41,4:30,2:21,0:50,0:00,1:30,0:30,0:00
휴일,23,,10:59,답십,5062,13:06,답십,15:05,답십,5592,18:16,답십,,,,,,,,,,,,,,,,,,,,,18:47,,8:17,5:20,1:57,0:00,0:00,0:30,0:30,0:00
휴일,24,,11:01,답십,5557,12:04,답십,14:49,답십,5595,18:00,답십,,,,,,,,,,,,,,,,,,,,,18:31,,7:59,4:15,2:44,0:00,0:00,0:30,0:30,0:00
휴일,25,,11:05,답십,5552,12:37,영구,13:25,영구,5587,15:04,답십,17:55,답십,5131,18:23,하풍,18:38,상일,1009,18:45,고기,,,,,,,,,,,0:00,,8:02,4:02,2:30,0:00,0:00,0:30,1:00,0:00
휴일,26,,11:29,답십,5556,13:36,답십,15:29,답십,5596,18:40,답십,,,,,,,,,,,,,,,,,,,,,19:11,,8:12,5:20,1:52,0:00,0:00,0:30,0:30,0:00
휴일,27,,11:35,답십,5068,13:42,답십,15:59,답십,5112,18:06,답십,,,,,,,,,,,,,,,,,,,,,18:37,,7:31,4:16,2:15,0:00,0:00,0:30,0:30,0:00
휴일,28,,11:37,답십,5563,12:40,답십,15:13,답십,5599,18:24,답십,,,,,,,,,,,,,,,,,,,,,18:55,,7:47,4:15,2:32,0:00,0:00,0:30,0:30,0:00
휴일,29,,11:43,답십,5065,12:11,하풍,12:18,하풍,5080,12:46,답십,14:25,답십,5591,15:28,답십,16:41,답십,5608,18:48,답십,,,,,,,,,,,19:19,,8:05,4:15,2:50,0:00,0:00,0:30,0:30,0:00
휴일,30,,11:47,답십,5070,13:54,답십,15:55,답십,5107,16:23,하풍,16:30,하풍,5122,19:06,답십,,,,,,,,,,,,,,,,19:37,,8:20,5:20,2:00,0:00,0:00,0:30,0:30,0:00
휴일,31,,11:55,답십,5067,12:23,하풍,12:30,하풍,5082,12:58,답십,14:55,답십,5097,15:23,하풍,15:30,하풍,5112,15:58,답십,17:28,영구,5610,19:00,답십,,,,,,19:31,,7:50,3:40,2:30,0:40,0:00,0:30,0:30,0:00
휴일,32,,12:01,답십,5567,15:12,답십,17:59,답십,5132,18:34,영구,,,,,,,,,,,,,,,,,,,,,19:04,,7:17,3:47,2:30,0:00,0:00,0:30,0:30,0:00
휴일,33,,12:05,답십,5562,15:16,답십,17:07,답십,5121,17:35,하풍,17:42,하풍,5134,18:46,영구,,,,,,,,,,,,,,,,19:56,,8:21,4:51,1:50,0:40,0:00,0:30,0:30,0:00
휴일,34,,12:17,답십,5564,14:24,답십,17:01,답십,5617,18:04,답십,18:25,답십,5633,19:28,답십,,,,,,,,,,,,,,,,19:59,,8:11,4:15,2:56,0:00,0:00,0:30,0:30,0:00
휴일,35,,12:43,답십,5075,13:11,하풍,13:18,하풍,5090,13:46,답십,16:13,답십,5609,19:24,답십,,,,,,,,,,,,,,,,19:55,,7:41,4:15,2:26,0:00,0:00,0:30,0:30,0:00
휴일,36,,12:41,답십,5568,14:48,답십,17:35,답십,5128,19:42,답십,,,,,,,,,,,,,,,,,,,,,20:13,,8:01,4:16,2:45,0:00,0:00,0:30,0:30,0:00
휴일,37,,12:47,답십,5080,14:54,답십,16:49,답십,5615,20:00,답십,,,,,,,,,,,,,,,,,,,,,20:31,,8:14,5:20,1:54,0:00,0:00,0:30,0:30,0:00
평평,61,,17:03,답십,5655,18:03,답십,18:25,답십,5650,19:31,방기,5:37,방기,5513,7:25,방화,,,,,,,,,,,,,,,,7:55,,11:13,4:13,4:00,0:00,0:00,1:30,1:30,4:11
평평,62,,17:09,답십,5133,17:37,하풍,17:45,하풍,5158,18:14,답십,18:34,답십,5164,19:41,방기,5:25,방기,1503,7:21,답십,,,,,,,,,,,7:51,,11:08,4:08,4:00,0:00,0:00,1:30,1:30,4:16
평평,63,,17:21,답십,5135,17:50,하풍,17:58,하풍,5162,18:47,답십,19:03,답십,5660,21:14,답십,6:37,고기,1024,6:42,상일,6:42,상일,5025,7:04,답십,,,,,,7:34,,10:36,3:46,4:00,0:50,0:00,1:30,0:30,4:27
평평,64,,17:33,답십,5137,18:02,하풍,18:12,하풍,5166,19:48,방기,5:31,방기,1505,7:40,답십,,,,,,,,,,,,,,,,8:11,,11:25,4:25,4:00,0:00,0:00,1:30,1:30,4:17
평평,65,,17:45,답십,5139,18:14,하풍,18:29,하풍,5170,21:08,답십,5:55,고기,1014,6:00,상일,6:16,강동,5005,6:25,상일,,,,,,,,,,,7:24,,11:13,4:23,4:00,0:50,0:00,1:30,0:30,3:33
평평,66,,17:51,답십,5669,20:01,방기,5:37,방기,1507,7:11,하풍,7:26,하풍,5038,7:55,답십,,,,,,,,,,,,,,,,8:26,,11:28,4:28,4:00,0:00,0:00,1:30,1:30,4:24
평평,67,,17:57,답십,5141,18:26,하풍,18:38,하풍,5172,20:14,방기,5:43,방기,1509,7:52,답십,,,,,,,,,,,,,,,,8:23,,11:27,4:27,4:00,0:00,0:00,1:30,1:30,4:31
평평,68,,18:04,답십,5644,21:13,답십,6:35,고기,1022,6:40,상일,6:57,강동,5519,7:46,답십,,,,,,,,,,,,,,,,8:17,,11:12,4:22,4:00,0:50,0:00,1:30,0:30,4:28
평평,69,,18:14,답십,5158,20:24,답십,22:31,답십,5204,23:32,방화,6:23,방기,1519,7:29,답십,,,,,,,,,,,,,,,,7:59,,11:23,4:23,4:00,0:00,0:00,1:30,1:30,7:14
평평,70,,18:28,답십,5162,21:41,답십,7:02,고기,1030,7:29,답십,,,,,,,,,,,,,,,,,,,,,7:59,,10:31,3:41,4:00,0:50,0:00,1:30,0:30,4:31
평평,71,,18:28,답십,5679,20:39,방기,5:49,방기,1511,7:24,하풍,7:37,하풍,5042,8:06,답십,,,,,,,,,,,,,,,,8:37,,11:29,4:29,4:00,0:00,0:00,1:30,1:30,4:50
평평,72,,18:45,답십,5153,19:14,하풍,19:20,하풍,5180,22:00,답십,7:22,고기,1038,7:49,답십,,,,,,,,,,,,,,,,8:20,,10:34,3:44,4:00,0:50,0:00,1:30,0:30,4:50
평평,73,,18:52,답십,5155,19:21,하풍,19:32,하풍,5182,22:15,하풍,6:45,고기,1026,6:50,답십,7:09,강동,5523,7:58,답십,,,,,,,,,,,8:29,,11:27,4:37,4:00,0:50,0:00,1:30,0:30,5:20
평평,74,,19:09,답십,5691,21:15,방기,5:55,방기,1513,8:04,답십,,,,,,,,,,,,,,,,,,,,,8:34,,11:15,4:15,4:00,0:00,0:00,1:30,1:30,5:20
평평,75,,19:12,답십,5662,21:50,하풍,22:02,하풍,5204,22:31,답십,7:34,고기,1042,8:01,답십,,,,,,,,,,,,,,,,8:32,,10:37,3:47,4:00,0:50,0:00,1:30,0:30,5:21
평평,76,,19:19,답십,5163,19:48,하풍,19:59,하풍,5186,22:36,답십,6:59,고기,1028,7:04,상일,7:21,강동,5527,8:09,답십,,,,,,,,,,,8:39,,11:18,4:28,4:00,0:50,0:00,1:30,0:30,5:27
평평,77,,19:40,답십,5699,20:47,답십,22:23,답십,5692,23:24,방화,23:37,방화,5211,25:00:00,상일,25:00:00,상일,1073,25:05:00,고기,7:44,고기,1046,8:11,답십,,,,,,8:42,,11:17,4:17,4:00,0:00,0:00,1:30,1:30,8:00
평평,78,,19:45,답십,5169,20:14,하풍,20:25,하풍,5190,23:07,답십,7:12,고기,1032,7:17,상일,7:33,강동,5531,8:19,답십,,,,,,,,,,,8:49,,11:20,4:30,4:00,0:50,0:00,1:30,0:30,5:57
평평,79,,20:01,답십,5703,22:07,방기,6:07,방기,1515,8:14,답십,,,,,,,,,,,,,,,,,,,,,8:44,,11:13,4:13,4:00,0:00,0:00,1:30,1:30,6:00
평평,80,,20:25,답십,5707,22:33,방화,6:13,방기,1517,7:47,하풍,7:57,하풍,5050,8:26,답십,,,,,,,,,,,,,,,,8:57,,11:22,4:22,4:00,0:00,0:00,1:30,1:30,6:20
평평,81,,20:48,답십,5678,23:28,하풍,23:44,상일,1065,23:51,고기,7:20,고기,1036,7:25,상일,7:43,강동,5535,8:29,답십,,,,,,,,,,,8:59,,11:13,4:13,4:00,0:00,0:00,1:30,1:30,6:51
평평,82,,21:14,답십,5682,23:51,마천,24:20:00,상일,1067,24:25:00,고기,7:30,고기,1040,7:35,상일,7:53,강동,5539,8:39,답십,,,,,,,,,,,9:10,,11:21,4:21,4:00,0:00,0:00,1:30,1:30,7:25
평평,83,,20:07,답십,5173,20:36,하풍,20:51,하풍,5194,23:33,답십,6:04,답십,5014,8:17,답십,,,,,,,,,,,,,,,,8:47,,10:40,5:40,4:00,0:00,0:00,0:30,0:30,5:33
평평,84,,21:41,답십,5686,24:23:00,하풍,24:36:00,상일,1069,24:44:00,고기,7:41,고기,1044,7:46,상일,8:03,강동,5543,8:51,답십,,,,,,,,,,,9:22,,11:13,4:13,4:00,0:00,0:00,1:30,1:30,7:44
평평,85,,22:37,답십,5727,24:50:00,방화,6:28,방기,1521,8:34,답십,,,,,,,,,,,,,,,,,,,,,9:04,,10:57,4:20,3:37,0:00,0:00,1:30,1:30,7:52
평평,86,,22:15,답십,5193,22:44,하풍,23:02,하풍,5210,24:32:00,방화,24:37:00,방화,5217,24:50:00,화곡,5:30,화곡,5007,6:45,하풍,7:08,하풍,5032,7:37,답십,,,,,,8:08,,10:21,4:42,2:39,0:00,0:00,1:30,1:30,8:00
평평,87,,21:08,답십,5183,21:37,하풍,21:47,하풍,5202,22:16,답십,23:08,답십,5731,23:34,마천,23:52,마천,5704,24:48:00,여의,5:30:00,여의,5002,7:06,답십,,,,,,7:37,,10:58,4:25,3:33,0:00,0:00,1:30,1:30,8:00
평평,88,,21:15,답십,5715,22:23,답십,23:34,답십,5203,24:02:00,하풍,24:08:00,하풍,5216,25:01:00,애오,5:37,애오,5004,7:24,답십,,,,,,,,,,,7:54,,11:08,4:22,3:46,0:00,0:00,1:30,1:30,8:00
평평,89,,22:01,답십,5191,22:29,하풍,22:38,하풍,5208,24:08:00,방화,24:15:00,방화,5215,24:52:00,애오,5:40,애오,5509,7:09,답십,,,,,,,,,,,7:39,,10:08,4:21,2:47,0:00,0:00,1:30,1:30,8:00
평평,90,,22:16,답십,5202,23:17,방화,23:28,방화,5209,24:33:00,군자,5:32,군자,5008,7:44,답십,,,,,,,,,,,,,,,,8:14,,10:27,4:29,2:58,0:00,0:00,1:30,1:30,8:00
평평,91,,18:13,답십,5675,19:12,답십,19:38,답십,5178,22:16,하풍,5:35,하풍,5014,6:04,답십,,,,,,,,,,,,,,,,6:34,,11:06,4:06,4:00,0:00,0:00,1:30,1:30,6:41
평휴,61,,16:51,답십,5653,17:56,답십,18:25,답십,5650,19:31,방기,5:37,화곡,5511,6:23,답십,,,,,,,,,,,,,,,,6:56,,10:15,3:15,4:00,0:00,0:00,1:30,1:30,2:41
평휴,62,,17:03,답십,5655,18:03,답십,18:34,답십,5164,19:41,방기,5:25,방기,1503,6:59,하풍,7:06,하풍,5028,7:34,답십,,,,,,,,,,,8:05,,11:17,4:17,4:00,0:00,0:00,1:30,1:30,4:16
평휴,63,,17:32,답십,5148,20:47,답십,6:02,답십,5507,7:04,답십,,,,,,,,,,,,,,,,,,,,,7:35,,9:19,4:19,4:00,0:00,0:00,0:30,0:30,2:47
평휴,64,,17:33,답십,5137,18:02,하풍,18:12,하풍,5166,19:48,방기,5:31,방기,1505,7:40,답십,,,,,,,,,,,,,,,,8:11,,11:25,4:25,4:00,0:00,0:00,1:30,1:30,4:17
평휴,65,,17:51,답십,5669,20:01,방기,5:37,방기,1507,7:11,하풍,7:18,하풍,5030,7:46,답십,,,,,,,,,,,,,,,,8:17,,11:19,4:19,4:00,0:00,0:00,1:30,1:30,4:24
평휴,66,,17:56,답십,5642,20:07,답십,21:27,답십,5684,22:33,방화,6:13,방기,1517,7:18,답십,,,,,,,,,,,,,,,,7:49,,11:23,4:23,4:00,0:00,0:00,1:30,1:30,6:20
평휴,67,,17:57,답십,5141,18:26,하풍,18:38,하풍,5172,20:14,방기,5:43,방기,1509,7:52,답십,,,,,,,,,,,,,,,,8:23,,11:27,4:27,4:00,0:00,0:00,1:30,1:30,4:31
평휴,68,,18:04,답십,5644,21:13,답십,6:16,답십,5007,6:43,고기,,,,,,,,,,,,,,,,,,,,,5:43,,9:07,3:37,4:00,0:00,0:00,0:30,1:00,3:35
평휴,69,,18:13,답십,5675,21:21,답십,6:23,답십,5511,7:28,답십,,,,,,,,,,,,,,,,,,,,,7:59,,9:13,4:13,4:00,0:00,0:00,0:30,0:30,3:21
평휴,70,,18:28,답십,5162,21:41,답십,7:07,답십,5015,7:35,하풍,7:42,하풍,5034,8:10,답십,,,,,,,,,,,,,,,,8:41,,9:17,4:17,4:00,0:00,0:00,0:30,0:30,3:41
평휴,71,,18:28,답십,5679,20:39,방기,5:49,방기,1511,7:23,하풍,7:30,하풍,5032,7:58,답십,,,,,,,,,,,,,,,,8:29,,11:21,4:21,4:00,0:00,0:00,1:30,1:30,4:50
평휴,72,,18:31,답십,5149,19:00,하풍,19:09,하풍,5178,19:38,답십,20:01,답십,5703,22:07,방기,6:25,방기,1519,7:30,답십,,,,,,,,,,,8:01,,11:19,4:19,4:00,0:00,0:00,1:30,1:30,5:42
평휴,73,,18:45,답십,5153,19:14,하풍,19:20,하풍,5180,22:00,답십,7:19,답십,5017,7:47,하풍,7:54,하풍,5036,8:22,답십,,,,,,,,,,,8:53,,9:20,4:20,4:00,0:00,0:00,0:30,0:30,4:00
평휴,74,,18:52,답십,5155,19:21,하풍,19:32,하풍,5182,22:15,답십,7:25,답십,5521,8:28,답십,,,,,,,,,,,,,,,,8:59,,9:27,4:27,4:00,0:00,0:00,0:30,0:30,4:15
평휴,75,,18:58,답십,5170,21:37,하풍,21:47,하풍,5202,22:16,답십,7:31,답십,5019,7:59,하풍,8:06,하풍,5038,8:34,답십,,,,,,,,,,,9:05,,9:21,4:21,4:00,0:00,0:00,0:30,0:30,4:16
평휴,76,,19:03,답십,5660,21:14,답십,22:31,답십,5204,23:37,방화,6:55,방기,1523,8:00,답십,,,,,,,,,,,,,,,,8:31,,11:24,4:24,4:00,0:00,0:00,1:30,1:30,6:42
평휴,77,,19:09,답십,5691,21:15,방기,6:07,방기,1515,8:16,답십,,,,,,,,,,,,,,,,,,,,,8:47,,11:15,4:15,4:00,0:00,0:00,1:30,1:30,5:08
평휴,78,,19:19,답십,5163,19:48,하풍,19:59,하풍,5186,22:36,답십,8:07,답십,5027,8:34,고기,,,,,,,,,,,,,,,,9:34,,9:14,3:44,4:00,0:00,0:00,0:30,1:00,4:36
평휴,79,,19:45,답십,5169,20:14,하풍,20:25,하풍,5190,23:07,답십,7:49,답십,5525,8:52,답십,,,,,,,,,,,,,,,,9:23,,9:26,4:26,4:00,0:00,0:00,0:30,0:30,5:07
