구분,DIA,출근시간,1차 출발시각,1차 출발역,1차기운영,1차 도착시각,1차 도착역,2차 출발시각,2차 출발역,2차기운영,2차 도착시각,2차 도착역,3차 출발시간,3차 출발역,3차기운영,3차 도착시간,3차 도착역,4차 출발시간,4차 출발역,4차기운영,4차 도착시간,4차 도착역,5차 출발시간,5차 출발역,5차기운영,5차 도착시간,5차 도착역,퇴근시간,,계,운전시간,대기시간,편승시간,감시시간,준비시간,정리시간,심야시간,,
평휴,62,,17:51,영구,5634,19:54,고기,5:18,고기,1002,5:23,상일,5:32,강동,5010,7:19,영구,,,,,,,,,,,7:49,,11:03,4:03,4:00,0:00,0:00,1:30,1:30,4:36,,
평휴,63,,18:01,영구,5151,18:37,답십,19:55,답십,5171,20:24,하풍,20:38,하풍,5192,21:42,영구,7:07,영구,5021,8:11,하풍,8:18,하풍,5040,9:22,영구,9:52,,9:37,4:37,4:00,0:00,0:00,0:30,0:30,3:42,,
평휴,64,,18:12,영구,5685,19:15,마천,19:45,상일,1049,19:50,고기,6:07,답십,5014,7:43,영구,,,,,,,,,,,8:13,,9:54,3:04,4:00,0:50,0:00,0:30,1:30,3:40,,
평휴,65,,18:17,영구,5150,20:16,마천,20:45,상일,1057,20:50,고기,5:41,고기,1008,5:46,상일,6:02,강동,5505,7:28,영구,,,,,,7:58,,11:19,4:19,4:00,0:00,0:00,1:30,1:30,5:09,,
평휴,66,,18:19,영구,5687,21:32,영구,7:19,영구,5023,8:23,하풍,8:30,하풍,5042,9:34,영구,,,,,,,,,,,10:04,,10:27,5:27,4:00,0:00,0:00,0:30,0:30,3:32,,
평휴,67,,18:22,영구,5157,19:28,하풍,19:40,상일,1047,19:48,고기,7:05,답십,5512,8:11,방기,,,,,,,,,,,9:11,,9:51,2:31,4:00,0:50,0:00,0:30,2:00,3:38,,
평휴,68,,18:29,영구,5689,19:29,마천,19:59,상일,1053,20:04,고기,5:24,고기,1004,7:31,영구,,,,,,,,,,,8:01,,10:45,3:45,4:00,0:00,0:00,1:30,1:30,4:40,,
평휴,69,,18:47,영구,5646,20:47,하풍,21:05,하풍,5196,22:09,영구,7:16,영구,5508,8:13,영구,,,,,,,,,,,8:44,,9:19,4:19,4:00,0:00,0:00,0:30,0:30,4:09,,
평휴,70,,18:46,영구,5695,20:57,영구,6:25,영구,5517,8:40,영구,,,,,,,,,,,,,,,,9:10,,9:24,4:24,4:00,0:00,0:00,0:30,0:30,2:56,,
평휴,71,,18:54,영구,5697,22:08,영구,6:49,영구,5504,7:20,방기,,,,,,,,,,,,,,,,8:20,,9:13,3:43,4:00,0:00,0:00,0:30,1:00,4:09,,
평휴,72,,18:57,영구,5160,20:59,하풍,21:13,상일,1059,21:20,고기,6:16,고기,1010,6:31,상일,6:54,강동,5005,7:58,영구,,,,,,8:28,,11:26,4:26,4:00,0:00,0:00,1:30,1:30,5:25,,
평휴,73,,18:59,영구,5167,20:04,하풍,20:12,하풍,5188,21:16,영구,7:01,영구,5523,9:16,영구,,,,,,,,,,,9:46,,9:31,4:31,4:00,0:00,0:00,0:30,0:30,3:44,,
평휴,74,,19:07,영구,5652,20:07,영구,20:57,영구,5674,22:58,하풍,23:11,상일,1061,23:19,고기,6:07,고기,1014,7:10,영구,,,,,,7:40,,11:23,4:23,4:00,0:00,0:00,1:30,1:30,6:12,,
평휴,75,,19:21,영구,5656,21:24,하풍,21:33,하풍,5200,22:37,영구,7:10,영구,5018,8:07,영구,,,,,,,,,,,8:38,,9:12,4:12,4:00,0:00,0:00,0:30,0:30,4:37,,
평휴,76,,20:13,영구,5711,23:01,방기,7:34,영구,5022,8:31,영구,,,,,,,,,,,,,,,,9:02,,10:34,3:44,4:00,0:50,0:00,0:30,1:30,5:52,,
평휴,77,,19:58,영구,5664,22:03,하풍,22:19,하풍,5206,23:23,영구,7:31,영구,5027,8:06,답십,,,,,,,,,,,8:08,,8:39,3:59,4:00,0:40,0:00,0:00,0:00,5:23,,
평휴,78,,20:04,영구,5176,22:07,마천,5:33,마천,5502,7:37,영구,,,,,,,,,,,,,,,,8:08,,11:07,4:07,4:00,0:00,0:00,1:30,1:30,6:36,,
평휴,79,,20:07,영구,5179,21:11,하풍,21:19,하풍,5198,22:49,방화,23:03,방화,5737,23:28,영구,7:55,답십,5033,8:30,영구,,,,,,8:32,,9:35,3:55,4:00,0:40,0:00,0:30,0:30,5:29,,
평휴,80,,20:19,영구,5668,21:18,영구,23:23,영구,5206,23:49,방화,23:55,방화,5213,24:59:00,군자,5:37,군자,5001,6:03,하풍,6:18,하풍,5020,7:22,영구,7:52,,11:19,4:19,4:00,0:00,0:00,1:30,1:30,7:04,,
평휴,81,,20:26,영구,5713,22:44,영구,23:28,영구,5737,24:30:00,마천,24:58:00,상일,1071,25:03:00,고기,6:31,고기,1016,7:34,영구,,,,,,8:04,,11:04,4:54,3:10,0:00,0:00,1:30,1:30,8:00,,
평휴,82,,20:51,영구,5184,22:49,마천,23:18,상일,1063,23:23,고기,6:02,고기,1012,6:07,상일,6:28,강동,5509,7:52,영구,,,,,,8:22,,11:21,4:21,4:00,0:00,0:00,1:30,1:30,7:20,,
평휴,83,,20:52,영구,5717,23:40,방화,7:03,영구,5506,8:01,영구,,,,,,,,,,,,,,,,8:31,,10:40,3:50,4:00,0:50,0:00,0:30,1:30,7:35,,
평휴,84,,21:17,영구,5188,24:08:00,왕십,5:30,왕십,5006,7:01,영구,,,,,,,,,,,,,,,,7:31,,10:43,4:22,3:21,0:00,0:00,1:30,1:30,8:00,,
평휴,85,,21:18,영구,5721,23:57,방화,5:55,방기,1513,6:25,영구,,,,,,,,,,,,,,,,6:55,,10:07,3:14,3:53,0:00,0:00,1:30,1:30,8:00,,
평휴,86,,21:32,영구,5723,24:18:00,방화,6:37,방기,1521,7:07,영구,,,,,,,,,,,,,,,,7:37,,10:21,3:21,4:00,0:00,0:00,1:30,1:30,7:47,,
평휴,87,,21:43,영구,5192,23:44,하풍,23:53,하풍,5214,24:09:00,강동,5:30,강동,5501,7:03,영구,,,,,,,,,,,7:33,,10:20,3:59,3:21,0:00,0:00,1:30,1:30,8:00,,
평휴,88,,22:10,영구,5196,22:35,방화,22:43,방화,5735,24:10:00,마천,24:29:00,마천,5706,24:59:00,왕십,5:44,왕십,5003,6:16,하풍,6:42,하풍,5024,7:46,영구,8:16,,10:35,4:51,2:44,0:00,0:00,1:30,1:30,8:00,,
평휴,89,,22:08,영구,5197,23:12,하풍,23:29,하풍,5212,24:59:00,방화,8:07,방기,1527,8:37,영구,,,,,,,,,,,9:07,,10:25,3:25,4:00,0:00,0:00,1:30,1:30,8:00,,
평휴,90,,22:38,영구,5200,23:03,방화,23:13,방화,5207,24:42:00,하풍,5:52,하풍,5016,7:55,영구,,,,,,,,,,,8:25,,10:17,4:08,3:09,0:00,0:00,1:30,1:30,7:51,,
평휴,91,,22:45,영구,5690,23:10,방화,23:20,방화,5739,24:47:00,마천,5:47,마천,5504,6:49,영구,,,,,,,,,,,7:19,,9:03,3:03,3:00,0:00,0:00,1:30,1:30,7:45,,
휴평,61,,17:13,영구,6627,18:15,마천,18:55,상일,1011,19:00,고기,5:19,고기,1002,5:24,상일,5:32,강동,5010,7:17,영구,,,,,,7:48,,10:45,3:45,4:00,0:00,0:00,1:30,1:30,3:41,,
휴평,62,,17:55,영구,5139,8:59,하풍,19:14,상일,1013,19:21,고기,5:27,고기,1006,5:32,상일,5:48,강동,5503,8:10,영구,,,,,,8:41,,11:09,4:09,4:00,0:00,0:00,1:30,1:30,3:55,,
휴평,63,,17:58,영구,5126,19:59,하풍,20:06,하풍,5158,21:10,영구,7:06,방기,1529,7:37,영구,7:50,영구,5026,8:47,영구,,,,,,9:18,,11:29,4:39,4:00,0:50,0:00,1:30,0:30,4:00,,
휴평,64,,19:01,영구,5645,21:16,영구,6:55,방기,1527,8:02,답십,8:14,답십,5534,8:52,영구,,,,,,,,,,,9:22,,10:49,3:59,4:00,0:50,0:00,1:30,0:30,4:11,,
휴평,65,,18:07,영구,5141,19:11,하풍,19:18,하풍,5150,20:22,영구,6:51,방기,1525,8:27,하풍,8:33,하풍,5062,9:39,영구,,,,,,10:09,,11:52,5:02,4:00,0:50,0:00,1:30,0:30,3:21,,
휴평,66,,18:16,영구,5618,0:00,영구,7:30,방기,1537,8:01,영구,8:47,영구,5532,9:18,방기,,,,,,,,,,,10:18,,11:33,4:13,4:00,0:50,0:00,1:30,1:00,4:18,,
휴평,67,,18:22,영구,5130,20:23,하풍,20:30,하풍,5162,21:34,영구,7:41,방기,1541,8:12,영구,8:52,영구,5534,9:23,방기,,,,,,10:23,,11:33,4:13,4:00,0:50,0:00,1:30,1:00,4:24,,
휴평,68,,18:34,영구,5132,20:35,하풍,20:42,하풍,5164,21:46,영구,7:46,방기,1543,8:17,영구,8:57,영구,5536,9:28,방기,,,,,,10:28,,11:33,4:13,4:00,0:50,0:00,1:30,1:00,4:36,,
휴평,69,,18:40,영구,5622,21:52,영구,17:49,방기,1545,8:20,영구,9:00,영구,5048,9:30,방기,,,,,,,,,,,10:30,,11:33,4:13,4:00,0:50,0:00,1:30,1:00,4:42,,
휴평,70,,18:49,영구,5134,20:47,하풍,20:54,하풍,5166,21:58,영구,7:54,방기,1547,8:25,영구,9:07,영구,5540,19:38,방기,,,,,,10:38,,11:33,4:13,4:00,0:50,0:00,1:30,1:00,4:48,,
휴평,71,,18:58,영구,5136,19:55,영구,20:16,영구,5638,21:48,답십,5:45,고기,1010,5:50,상일,6:06,강동,5507,7:33,영구,,,,,,8:04,,11:07,4:17,4:00,0:50,0:00,1:30,0:30,5:53,,
휴평,72,,20:07,영구,5161,21:11,하풍,21:17,하풍,5170,22:21,영구,7:12,방기,1531,8:20,답십,8:34,답십,5542,9:12,영구,,,,,,9:42,,10:49,3:59,4:00,0:50,0:00,1:30,0:30,5:11,,
휴평,73,,20:19,영구,5163,21:23,하풍,21:32,하풍,5172,22:36,영구,7:21,방기,1533,8:29,답십,8:40,답십,5544,9:17,영구,,,,,,9:48,,10:43,3:53,4:00,0:50,0:00,1:30,0:30,5:26,,
휴평,74,,19:52,영구,5634,21:51,마천,22:19,상일,1015,22:24,고기,5:32,고기,1008,5:37,상일,5:58,강동,5505,7:21,영구,,,,,,7:52,,11:21,4:21,4:00,0:00,0:00,1:30,1:30,6:52,,
휴평,75,,19:55,영구,5159,20:59,하풍,21:06,하풍,5168,23:08,영구,7:36,방기,1539,8:44,답십,9:07,답십,5552,9:43,영구,,,,,,10:13,,12:47,4:57,4:00,0:50,0:00,1:30,1:30,5:58,,
휴평,76,,20:52,영구,5644,22:51,마천,23:19,상일,1021,23:24,고기,5:49,고기,1012,7:49,영구,,,,,,,,,,,8:20,,11:32,4:32,4:00,0:00,0:00,1:30,1:30,7:35,,
휴평,77,,20:58,영구,5156,22:59,하풍,23:12,상일,1019,23:19,고기,6:03,고기,1016,6:08,상일,6:26,강동,5511,7:53,영구,,,,,,8:24,,11:11,4:11,4:00,0:00,0:00,1:30,1:30,7:17,,
휴평,78,,21:46,영구,5164,23:07,마천,5:31,마천,5502,7:33,영구,,,,,,,,,,,,,,,,8:03,,10:46,4:03,3:43,0:00,0:00,1:30,1:30,8:00,,
휴평,79,,21:16,영구,5648,23:18,마천,23:46,상일,1023,23:51,고기,6:13,고기,1018,7:15,영구,,,,,,,,,,,7:46,,10:37,3:37,4:00,0:00,0:00,1:30,1:30,7:38,,
휴평,80,,21:34,영구,5162,24:02:00,군자,5:37,군자,5001,6:03,하풍,6:23,하풍,5022,7:27,영구,,,,,,,,,,,7:57,,10:46,4:12,3:34,0:00,0:00,1:30,1:30,8:00,,계 덧셈 이상
휴평,81,,21:19,영구,5173,22:23,하풍,22:40,하풍,5182,24:15:00,방기,7:59,방기,1549,8:30,영구,9:12,영구,5542,9:43,방기,,,,,,10:38,,11:27,3:57,4:00,0:00,0:00,1:30,2:00,7:15,,
휴평,82,,18:04,영구,5616,19:01,영구,19:22,영구,5140,20:19,영구,6:43,방기,1523,8:18,하풍,8:26,하풍,5060,9:32,영구,,,,,,10:03,,11:33,4:43,4:00,0:50,0:00,1:30,0:30,3:15,,
휴평,83,,19:10,영구,5138,20:07,영구,20:22,영구,5150,21:19,영구,7:27,방기,1535,7:58,영구,8:42,영구,5530,9:13,방기,,,,,,10:13,,10:15,2:55,4:00,0:50,0:00,1:30,1:00,3:54,,
휴평,84,,21:10,영구,5158,23:13,하풍,23:24,하풍,51186,23:57,왕십,5:30,왕십,5006,7:03,영구,,,,,,,,,,,7:33,,10:52,4:20,3:32,0:00,0:00,1:30,1:30,8:00,,
휴평,85,,21:31,영구,5175,22:35,하풍,22:48,상일,1017,22:55,고기,5:25,고기,1004,7:29,영구,,,,,,,,,,,8:00,,10:28,3:28,4:00,0:00,0:00,1:30,1:30,7:30,,
휴평,86,,21:52,영구,5654,23:56,고기,6:22,고기,1020,6:27,상일,6:45,강동,5515,8:09,영구,,,,,,,,,,,8:40,,10:51,3:51,4:00,0:00,0:00,1:30,1:30,7:35,,
휴평,87,,22:22,영구,5170,24:05:00,강동,5:30,강동,5501,7:55,영구,,,,,,,,,,,,,,,,8:26,,10:32,4:08,3:24,0:00,0:00,1:30,1:30,8:00,,
휴평,88,,22:36,영구,5172,24:04:00,왕십,5:44,왕십,5003,6:16,하풍,6:45,하풍,5026,7:49,영구,,,,,,,,,,,8:20,,10:13,3:33,3:40,0:00,0:00,1:30,1:30,7:54,,
휴평,89,,21:28,영구,5650,23:28,하풍,23:33,하풍,5188,23:49,강동,24:06:00,상일,1027,24:11:00,고기,7:16,고기,1034,8:20,영구,,,,,,8:51,,10:47,3:47,4:00,0:00,0:00,1:30,1:30,7:11,,
휴평,90,,20:34,영구,5152,21:31,영구,23:08,영구,5189,24:16:00,하풍,5:59,하풍,5018,8:04,영구,,,,,,,,,,,8:35,,11:06,4:06,4:00,0:00,0:00,1:30,1:30,7:45,,
휴평,91,,21:58,영구,5166,24:03:00,마천,5:44,마천,5504,7:46,영구,,,,,,,,,,,,,,,,8:17,,10:47,4:06,3:41,0:00,0:00,1:30,1:30,8:00,,
휴휴,61,,17:13,영구,5627,18:15,마천,18:49,상일,1011,18:54,고기,5:18,고기,1002,5:23,상일,5:32,강동,5010,7:19,영구,,,,,,.,,.,3:41,.,.,.,.,.,.,,
휴휴,62,,17:55,영구,5139,18:59,하풍,19:14,상일,1013,19:21,고기,5:24,고기,1004,7:31,영구,,,,,,,,,,,8:01,,10:32,3:32,4:00,0:00,0:00,1:30,1:30,3:57,,
휴휴,63,,17:58,영구,5126,9:59,하풍,20:06,하풍,5158,21:10,영구,5:55,방기,1513,6:25,영구,,,,,,,,,,,6:55,,10:25,3:35,4:00,0:50,0:00,1:30,0:30,5:05,,계 덧셈 이상
휴휴,64,,18:04,영구,5616,21:16,영구,16:37,방기,1521,7:07,영구,,,,,,,,,,,,,,,,7:37,,10:25,3:35,4:00,0:50,0:00,1:30,0:30,4:29,,계 덧셈 이상
휴휴,65,,18:07,영구,5141,19:11,하풍,19:18,하풍,5150,21:19,영구,6:25,영구,5517,8:40,영구,,,,,,,,,,,9:10,,10:25,5:25,4:00,0:00,0:00,0:30,0:30,3:19,,
휴휴,66,,18:16,영구,5618,21:28,영구,6:49,영구,5504,7:20,방기,,,,,,,,,,,,,,,,8:20,,9:05,3:35,4:00,0:00,0:00,0:30,1:00,3:28,,계 덧셈 이상
휴휴,67,,18:22,영구,5130,20:23,하풍,20:30,하풍,5162,21:34,영구,7:01,영구,5523,9:16,영구,,,,,,,,,,,9:46,,10:19,5:19,4:00,0:00,0:00,0:30,0:30,3:34,,계 덧셈 이상
휴휴,68,,18:34,영구,5132,20:35,하풍,20:42,하풍,5164,21:49,영구,7:07,영구,5021,8:11,하풍,8:18,하풍,5040,9:22,영구,,,,,,9:52,,10:19,5:19,4:00,0:00,0:00,0:30,0:30,3:46,,계 덧셈 이상
휴휴,69,,18:40,영구,5622,21:52,영구,7:03,영구,5506,8:01,영구,8:40,영구,5522,9:37,영구,,,,,,,,,,,8:31,,9:53,4:53,4:00,0:00,0:00,0:30,0:30,3:52,,계 덧셈 이상
휴휴,70,,18:46,영구,5134,20:47,하풍,20:54,하풍,5166,21:58,영구,7:19,영구,5023,8:23,하풍,8:30,하풍,5042,9:34,영구,,,,,,10:04,,10:19,5:19,4:00,0:00,0:00,0:30,0:30,3:58,,계 덧셈 이상
휴휴,71,,18:58,영구,5136,19:55,영구,20:16,영구,5638,21:48,답십,6:07,답십,5014,7:43,영구,,,,,,,,,,,8:13,,8:53,3:53,4:00,0:00,0:00,0:30,0:30,3:27,,계 덧셈 이상
휴휴,72,,19:10,영구,5138,21:11,하풍,21:17,하풍,5170,22:21,영구,7:31,영구,5027,8:06,답십,,,,,,,,,,,10:22,,9:20,3:40,4:00,0:40,0:00,0:30,0:30,4:21,,계 덧셈 이상
휴휴,73,,19:22,영구,5140,21:23,하풍,21:32,하풍,5172,22:36,영구,7:55,영구,5033,8:30,답십,,,,,,,,,,,8:32,,9:22,3:42,4:00,0:40,0:00,0:30,0:30,4:36,,
휴휴,74,,19:52,영구,5634,21:51,마천,22:19,상일,1015,22:24,고기,5:26,고기,1006,5:31,상일,5:47,강동,5503,7:16,영구,,,,,,7:46,,11:15,4:15,4:00,0:00,0:00,1:30,1:30,6:58,,계 덧셈 이상
휴휴,75,,19:55,영구,5159,20:59,하풍,21:06,하풍,5167,23:08,영구,7:16,영구,5508,8:13,영구,,,,,,,,,,,8:43,,9:03,4:03,4:00,0:00,0:00,0:30,0:30,5:08,,계 덧셈 이상
휴휴,76,,21:46,영구,5164,23:47,마천,5:33,마천,5502,7:37,영구,,,,,,,,,,,,,,,,8:07,,10:42,3:56,3:46,0:00,0:00,1:30,1:30,8:00,,
휴휴,77,,20:52,영구,5644,22:51,마천,23:19,상일,1021,23:24,고기,5:41,고기,1008,5:46,상일,6:02,강동,5505,7:28,영구,,,,,,7:58,,11:13,4:13,4:00,0:00,0:00,1:30,1:30,7:43,,
휴휴,78,,21:10,영구,5158,23:13,하풍,23:24,하풍,5186,23:57,왕십,5:30,왕십,5006,7:01,영구,,,,,,,,,,,7:31,,10:43,4:10,3:33,0:00,0:00,1:30,1:30,8:00,,
휴휴,79,,20:58,영구,5156,22:59,하풍,23:12,상일,1019,23:19,고기,5:55,고기,1010,6:00,상일,6:16,강동,5005,6:31,하풍,6:54,하풍,5026,7:58,영구,8:28,,11:18,4:18,4:00,0:00,0:00,1:30,1:30,7:24,,
휴휴,80,,21:16,영구,5648,23:18,마천,23:46,상일,1023,23:51,고기,6:07,고기,1014,8:07,영구,,,,,,,,,,,8:37,,11:25,4:25,4:00,0:00,0:00,1:30,1:30,7:44,,
휴휴,81,,21:19,영구,5173,22:23,하풍,22:40,하풍,5182,24:05:00,방기,8:07,방기,1527,8:37,영구,,,,,,,,,,,9:07,,10:25,3:25,4:00,0:00,0:00,1:30,1:30,7:15,,
휴휴,82,,22:36,영구,5172,24:04:00,왕십,5:44,왕십,5003,6:16,하풍,6:42,하풍,5024,7:46,영구,,,,,,,,,,,8:16,,10:03,3:23,3:40,0:00,0:00,1:30,1:30,7:54,,
휴휴,83,,22:22,영구,5170,24:05:00,강동,5:30,강동,5501,7:03,영구,,,,,,,,,,,,,,,,7:33,,9:36,3:11,3:25,0:00,0:00,1:30,1:30,8:00,,
휴휴,84,,21:31,영구,5175,22:35,하풍,22:48,상일,1017,22:55,고기,7:05,답십,5512,8:11,방기,,,,,,,,,,,9:11,,9:49,2:29,4:00,0:50,0:00,0:30,2:00,6:45,,
휴휴,85,,21:52,영구,5654,23:56,고기,6:31,고기,1016,8:31,영구,,,,,,,,,,,,,,,,9:01,,10:53,3:53,4:00,0:00,0:00,1:30,1:30,7:25,,
휴휴,86,,21:28,영구,5650,23:28,하풍,23:33,하풍,5188,23:49,강동,24:06:00,상일,1027,24:11:00,고기,6:02,고기,1012,6:07,상일,6:28,강동,5509,7:52,영구,8:22,,11:27,4:27,4:00,0:00,0:00,1:30,1:30,8:00,,
휴휴,87,,20:34,영구,5152,21:31,영구,23:08,영구,5189,24:13:00,하풍,5:52,하풍,5016,7:55,영구,,,,,,,,,,,8:25,,10:58,3:58,4:00,0:00,0:00,1:30,1:30,8:00,,
휴휴,89,,21:34,영구,5162,24:02:00,군자,5:37,군자,5001,6:03,하풍,6:18,하풍,5020,7:22,영구,,,,,,,,,,,7:52,,10:36,4:06,3:30,0:00,0:00,1:30,1:30,8:00,,
휴휴,90,,21:58,영구,5166,24:30:00,마천,5:47,마천,5504,6:49,영구,,,,,,,,,,,,,,,,7:19,,9:38,2:54,3:44,0:00,0:00,1:30,1:30,8:00,,
